"Artista";"Titulo";"Duracion";"Categoria";"Idioma";"Carpeta";"Letra";"Cancion";"Video"
"Man�";"Rayando el sol";"N/A";"Rock";"Espa�ol";"Maná - Rayando el sol.txt";"C:\UltraStar canciones\Maná - Rayando el sol\Maná - Rayando el sol.txt";"C:\UltraStar canciones\Maná - Rayando el sol\Maná - Rayando el sol.mp3";"C:\UltraStar canciones\Maná - Rayando el sol\Maná - Rayando el sol.mp4"
"Man�";"Te llor� un r�o";"N/A";"Rock en espa�ol";"Espa�ol";"Maná - Te lloré un río.txt";"C:\UltraStar canciones\Maná - Te lloré un río\Maná - Te lloré un río.txt";"C:\UltraStar canciones\Maná - Te lloré un río\Maná - Te lloré un río.mp3";"C:\UltraStar canciones\Maná - Te lloré un río\Maná - Te lloré un río.mp4"
"Man�";"Vivir sin aire";"N/A";"N/A";"Espa�ol";"Maná - Vivir sin aire.txt";"C:\UltraStar canciones\Maná - Vivir sin aire\Maná - Vivir sin aire.txt";"C:\UltraStar canciones\Maná - Vivir sin aire\Maná - Vivir sin aire.mp3";"N/A"
"Man� y Juan Lu�s Guerra";"Bendita tu luz";"N/A";"N/A";"Espa�ol";"Maná y Juan Luís Guerra - Bendita tu luz.txt";"C:\UltraStar canciones\Maná y Juan Luís Guerra - Bendita tu luz\Maná y Juan Luís Guerra - Bendita tu luz.txt";"C:\UltraStar canciones\Maná y Juan Luís Guerra - Bendita tu luz\Maná y Juan Luís Guerra - Bendita tu luz.mp3";"C:\UltraStar canciones\Maná y Juan Luís Guerra - Bendita tu luz\Maná y Juan Luís Guerra - Bendita tu luz.avi"
"Marc Anthony";"Ahora quien (salsa)";"N/A";"N/A";"Espa�ol";"Marc Anthony - Ahora quien (salsa).txt";"C:\UltraStar canciones\Marc Anthony - Ahora quien (salsa)\Marc Anthony - Ahora quien (salsa).txt";"C:\UltraStar canciones\Marc Anthony - Ahora quien (salsa)\Marc Anthony - Ahora quien (salsa).mp3";"C:\UltraStar canciones\Marc Anthony - Ahora quien (salsa)\Marc Anthony - Ahora quien (salsa).avi"
"Marc Anthony";"Celos";"N/A";"N/A";"Espa�ol";"Marc Anthony - Celos.txt";"C:\UltraStar canciones\Marc Anthony - Celos\Marc Anthony - Celos.txt";"C:\UltraStar canciones\Marc Anthony - Celos\Marc Anthony - Celos.mp3";"C:\UltraStar canciones\Marc Anthony - Celos\Marc Anthony - Celos.avi"
"Marc Anthony";"Flor pálida";"N/A";"Salsa";"Español";"Marc Anthony - Flor pálida.txt";"C:\UltraStar canciones\Marc Anthony - Flor pálida\Marc Anthony - Flor pálida.txt";"C:\UltraStar canciones\Marc Anthony - Flor pálida\Marc Anthony - Flor pálida.mp3";"C:\UltraStar canciones\Marc Anthony - Flor pálida\Marc Anthony - Flor pálida.webm"
"Marc Anthony";"Que precio tiene el cielo";"N/A";"N/A";"Espa�ol";"Marc Anthony - Que precio tiene el cielo.txt";"C:\UltraStar canciones\Marc Anthony - Que precio tiene el cielo\Marc Anthony - Que precio tiene el cielo.txt";"C:\UltraStar canciones\Marc Anthony - Que precio tiene el cielo\Marc Anthony - Que precio tiene el cielo.mp3";"C:\UltraStar canciones\Marc Anthony - Que precio tiene el cielo\Marc Anthony - Que precio tiene el cielo [VD#-11,2].avi"
"Marc Anthony";"Se esfuma tu amor";"N/A";"N/A";"Espa�ol";"Marc Anthony - Se esfuma tu amor.txt";"C:\UltraStar canciones\Marc Anthony - Se esfuma tu amor\Marc Anthony - Se esfuma tu amor.txt";"C:\UltraStar canciones\Marc Anthony - Se esfuma tu amor\Marc Anthony - Se esfuma tu amor.mp3";"C:\UltraStar canciones\Marc Anthony - Se esfuma tu amor\Marc Anthony - Se esfuma tu amor.avi"
"Marc Anthony";"Te conozco bien";"N/A";"N/A";"Español";"Marc Anthony - Te conozco bien.txt";"C:\UltraStar canciones\Marc Anthony - Te conozco bien\Marc Anthony - Te conozco bien.txt";"C:\UltraStar canciones\Marc Anthony - Te conozco bien\Marc Anthony - Te conozco bien.mp3";"C:\UltraStar canciones\Marc Anthony - Te conozco bien\Marc Anthony - Te conozco bien.avi"
"Marc Anthony";"Vali� la pena";"N/A";"Latin";"Espa�ol";"Marc Anthony - Valió la pena.txt";"C:\UltraStar canciones\Marc Anthony - Valió la pena\Marc Anthony - Valió la pena.txt";"N/A";"C:\UltraStar canciones\Marc Anthony - Valió la pena\Marc Anthony - Valió la pena.mp4"
"Marc Anthony";"Vivir mi vida";"N/A";"N/A";"Español";"Marc Anthony - Vivir mi vida.txt";"C:\UltraStar canciones\Marc Anthony - Vivir mi vida\Marc Anthony - Vivir mi vida.txt";"C:\UltraStar canciones\Marc Anthony - Vivir mi vida\Marc Anthony - Vivir mi vida.mp3";"C:\UltraStar canciones\Marc Anthony - Vivir mi vida\Marc Anthony - Vivir mi vida.avi"
"Marc Anthony";"Y cómo es él";"N/A";"Pop";"Español";"Marc Anthony - Y cómo es él.txt";"C:\UltraStar canciones\Marc Anthony - Y cómo es él\Marc Anthony - Y cómo es él.txt";"C:\UltraStar canciones\Marc Anthony - Y cómo es él\Marc Anthony - Y cómo es él.mp3";"N/A"
"Marc Cohn";"Walking In Memphis";"N/A";"N/A";"English";"Marc Cohn - Walking In Memphis.txt";"C:\UltraStar canciones\M\Marc Cohn - Walking In Memphis\Marc Cohn - Walking In Memphis.txt";"N/A";"N/A"
"Marco Antonio Solis";"Donde estará mi primavera";"N/A";"N/A";"Español";"Marco Antonio Solis - Donde estará mi primavera.txt";"C:\UltraStar canciones\Marco Antonio Solis - Donde estará mi primavera\Marco Antonio Solis - Donde estará mi primavera.txt";"C:\UltraStar canciones\Marco Antonio Solis - Donde estará mi primavera\Marco Antonio Solis - Donde estará mi primavera.mp3";"C:\UltraStar canciones\Marco Antonio Solis - Donde estará mi primavera\Marco Antonio Solis - Donde estará mi primavera.avi"
"Marco Antonio Solís";"¿A dónde vamos a parar?";"N/A";"N/A";"Español";"Marco Antonio Solís - ¿A dónde vamos a parar.txt";"C:\UltraStar canciones\Marco Antonio Solís - ¿A dónde vamos a parar\Marco Antonio Solís - ¿A dónde vamos a parar.txt";"C:\UltraStar canciones\Marco Antonio Solís - ¿A dónde vamos a parar\Marco Antonio Solís - ¿A dónde vamos a parar.mp3";"C:\UltraStar canciones\Marco Antonio Solís - ¿A dónde vamos a parar\Marco Antonio Solís - ¿A dónde vamos a parar.mp4"
"Marco Antonio Solís";"Más que tu amigo";"N/A";"N/A";"Español";"Marco Antonio Solís - Más que tu amigo.txt";"C:\UltraStar canciones\Marco Antonio Solís - Más que tu amigo\Marco Antonio Solís - Más que tu amigo.txt";"C:\UltraStar canciones\Marco Antonio Solís - Más que tu amigo\Marco Antonio Solís - Más que tu amigo.mp3";"C:\UltraStar canciones\Marco Antonio Solís - Más que tu amigo\Marco Antonio Solís - Más que tu amigo.avi"
"Marco Antonio Solís";"Mi eterno amor secreto";"N/A";"N/A";"Español";"Marco Antonio Solís - Mi eterno amor secreto.txt";"C:\UltraStar canciones\Marco Antonio Solís - Mi eterno amor secreto\Marco Antonio Solís - Mi eterno amor secreto.txt";"C:\UltraStar canciones\Marco Antonio Solís - Mi eterno amor secreto\Marco Antonio Solís - Mi eterno amor secreto.mp3";"C:\UltraStar canciones\Marco Antonio Solís - Mi eterno amor secreto\Marco Antonio Solís - Mi eterno amor secreto.mp4"
"Marco Antonio Solís";"O me voy o te vas";"N/A";"N/A";"Español";"Marco Antonio Solís - O me voy o te vas.txt";"C:\UltraStar canciones\Marco Antonio Solís - O me voy o te vas\Marco Antonio Solís - O me voy o te vas.txt";"C:\UltraStar canciones\Marco Antonio Solís - O me voy o te vas\Marco Antonio Solís - O me voy o te vas.mp3";"C:\UltraStar canciones\Marco Antonio Solís - O me voy o te vas\Marco Antonio Solís - O me voy o te vas.mp4"
"Marco Antonio Solís";"Si no te hubieras ido";"N/A";"N/A";"Español";"Marco Antonio Solís - Si no te hubieras ido.txt";"C:\UltraStar canciones\Marco Antonio Solís - Si no te hubieras ido\Marco Antonio Solís - Si no te hubieras ido.txt";"C:\UltraStar canciones\Marco Antonio Solís - Si no te hubieras ido\Marco Antonio Solís - Si no te hubieras ido.mp3";"N/A"
"Marco Antonio Solís";"Si te pudiera mentir";"N/A";"N/A";"Español";"Marco Antonio Solís - Si te pudiera mentir.txt";"C:\UltraStar canciones\Marco Antonio Solís - Si te pudiera mentir\Marco Antonio Solís - Si te pudiera mentir.txt";"C:\UltraStar canciones\Marco Antonio Solís - Si te pudiera mentir\Marco Antonio Solís - Si te pudiera mentir.mp3";"C:\UltraStar canciones\Marco Antonio Solís - Si te pudiera mentir\Marco Antonio Solís - Si te pudiera mentir.mp4"
"Marco Antonio Sol�s";"Cuando te acuerdes de m�";"N/A";"N/A";"Espa�ol";"Marco Antonio Solís - Cuando te acuerdes de mí.txt";"C:\UltraStar canciones\Marco Antonio Solís - Cuando te acuerdes de mí\Marco Antonio Solís - Cuando te acuerdes de mí.txt";"C:\UltraStar canciones\Marco Antonio Solís - Cuando te acuerdes de mí\Marco Antonio Solís - Cuando te acuerdes de mí.mp3";"C:\UltraStar canciones\Marco Antonio Solís - Cuando te acuerdes de mí\Marco Antonio Solís - Cuando te acuerdes de mí.mp4"
"Marco Antonio Sol�s";"Sin lado izquierdo";"N/A";"Balada";"Espa�ol";"Marco Antonio Solís - Sin lado izquierdo.txt";"C:\UltraStar canciones\Marco Antonio Solís - Sin lado izquierdo\Marco Antonio Solís - Sin lado izquierdo.txt";"C:\UltraStar canciones\Marco Antonio Solís - Sin lado izquierdo\Marco Antonio Solís - Sin lado izquierdo.mp3";"C:\UltraStar canciones\Marco Antonio Solís - Sin lado izquierdo\Marco Antonio Solís - Sin lado izquierdo.avi"
"Mariah Carey";"Hero";"N/A";"N/A";"English";"Mariah Carey - Hero.txt";"C:\UltraStar canciones\M\Mariah Carey - Hero\Mariah Carey - Hero.txt";"N/A";"N/A"
"Mariah Carey";"It's Like That";"N/A";"Pop";"English";"Mariah Carey - It's Like That.txt";"C:\UltraStar canciones\M\Mariah Carey - It's Like That\Mariah Carey - It's Like That.txt";"N/A";"N/A"
"Mariah Carey";"We belong together";"N/A";"R&B";"English";"Mariah Carey - We belong together.txt";"C:\UltraStar canciones\M\Mariah Carey - We belong together\Mariah Carey - We belong together.txt";"N/A";"N/A"
"Mariah Carey";"Without You";"N/A";"N/A";"English";"Mariah Carey - Without You.txt";"C:\UltraStar canciones\M\Mariah Carey - Without You\Mariah Carey - Without You.txt";"N/A";"N/A"
"Marianne Rosenberg";"Er gehoert zu mir";"N/A";"N/A";"N/A";"Marianne Rosenberg - Er gehoert zu mir.txt";"C:\UltraStar canciones\M\Marianne Rosenberg - Er gehoert zu mir\Marianne Rosenberg - Er gehoert zu mir.txt";"N/A";"N/A"
"Marietta";"Fire And Ice";"N/A";"N/A";"N/A";"Marietta - Fire and Ice.txt";"C:\UltraStar canciones\M\Marietta - Fire and Ice\Marietta - Fire and Ice.txt";"N/A";"N/A"
"Marillion";"Kayleigh";"N/A";"N/A";"N/A";"Marillion - Kayleigh.TXT";"C:\UltraStar canciones\M\Marillion - Kayleigh\Marillion - Kayleigh.TXT";"N/A";"N/A"
"Mark Forster";"Chöre";"N/A";"Pop";"German";"Mark Forster - Chöre.txt";"C:\UltraStar canciones\M\Mark Forster  -  Chöre\Mark Forster - Chöre.txt";"N/A";"N/A"
"Markus Becker";"Das rote Pferd";"N/A";"N/A";"Deutsch";"Markus Becker - Das rote Pferd.txt";"C:\UltraStar canciones\M\Markus Becker - Das rote Pferd\Markus Becker - Das rote Pferd.txt";"N/A";"N/A"
"Maroon 5";"Makes Me Wonder";"N/A";"Pop";"English";"Maroon 5 - Makes Me Wonder.txt";"C:\UltraStar canciones\M\Maroon 5 - Makes Me Wonder\Maroon 5 - Makes Me Wonder.txt";"N/A";"N/A"
"Maroon 5";"Sunday Morning";"N/A";"N/A";"English";"Maroon 5 - Sunday Morning.txt";"C:\UltraStar canciones\M\Maroon 5 - Sunday Morning\Maroon 5 - Sunday Morning.txt";"N/A";"N/A"
"Maroon 5";"This Love";"N/A";"N/A";"English";"Maroon 5 - This Love.txt";"C:\UltraStar canciones\M\Maroon 5 - This Love\Maroon 5 - This Love.txt";"N/A";"N/A"
"Martin Kesici";"Angel Of Berlin";"N/A";"N/A";"N/A";"Martin Kesici - Angel Of Berlin.txt";"C:\UltraStar canciones\M\Martin Kesici - Angel of Berlin\Martin Kesici - Angel Of Berlin.txt";"N/A";"N/A"
"Martina Stoessel";"Libre soy";"N/A";"N/A";"Español";"Martina Stoessel - Libre soy.txt";"C:\UltraStar canciones\Martina Stoessel - Libre soy\Martina Stoessel - Libre soy.txt";"C:\UltraStar canciones\Martina Stoessel - Libre soy\Martina Stoessel - Libre soy.mp3";"C:\UltraStar canciones\Martina Stoessel - Libre soy\Martina Stoessel - Libre soy.mp4"
"Marvin Gaye";"I Heard It Through The Grapevine";"N/A";"Pop";"English";"Marvin Gaye - I Heard It Through The Grapevine.txt";"C:\UltraStar canciones\M\Marvin Gaye - I Heard It Through The Grapevine\Marvin Gaye - I Heard It Through The Grapevine.txt";"N/A";"N/A"
"Marvin Gaye";"Sexual Healing";"N/A";"N/A";"English";"Marvin Gaye - Sexual Healing.txt";"C:\UltraStar canciones\M\Marvin Gaye - Sexual Healing\Marvin Gaye - Sexual Healing.txt";"N/A";"N/A"
"Marvin Gaye And Tammii Tarrelle";"Ain't No Mountain High Enough";"N/A";"Pop";"English";"Marvin Gaye And Tammii Tarrelle - Ain't No Mountain High Enough.txt";"C:\UltraStar canciones\M\Marvin Gaye And Tammii Tarrelle - Ain't No Mountain High Enough\Marvin Gaye And Tammii Tarrelle - Ain't No Mountain High Enough.txt";"N/A";"N/A"
"Mary Roos";"Pinocchio";"N/A";"N/A";"N/A";"Mary Roos - Pinocchio.txt";"C:\UltraStar canciones\M\Mary Roos - Pinocchio\Mary Roos - Pinocchio.txt";"N/A";"N/A"
"Me First And The Gimme Gimmes";"Ain't No Sunshine";"N/A";"N/A";"English";"Me First And The Gimme Gimmes - Ain't No Sunshine.txt";"C:\UltraStar canciones\M\Me First And The Gimme Gimmes - Ain't No Sunshine\Me First And The Gimme Gimmes - Ain't No Sunshine.txt";"N/A";"N/A"
"Me First And The Gimme Gimmes";"Mandy";"N/A";"N/A";"English";"Me First And The Gimme Gimmes - Mandy.txt";"C:\UltraStar canciones\M\Me First And The Gimme Gimmes - Mandy\Me First And The Gimme Gimmes - Mandy.txt";"N/A";"N/A"
"Me First And The Gimme Gimmes";"Uptown Girl";"N/A";"N/A";"English";"Me First And The Gimme Gimmes - Uptown Girl.txt";"C:\UltraStar canciones\M\Me First And The Gimme Gimmes - Uptown Girl\Me First And The Gimme Gimmes - Uptown Girl.txt";"N/A";"N/A"
"Meat Loaf";"Objects In The Rear View Mirror";"N/A";"N/A";"English";"Meat Loaf - Objects In The Rear View Mirror.txt";"C:\UltraStar canciones\M\Meat Loaf - Objects In The Rear View Mirror\Meat Loaf - Objects In The Rear View Mirror.txt";"N/A";"N/A"
"Meat Loaf";"Rock And Roll Dreams Come Through";"N/A";"N/A";"English";"Meat Loaf - Rock And Roll Dreams Come Through.txt";"C:\UltraStar canciones\M\Meat Loaf - Rock And Roll Dreams Come Through\Meat Loaf - Rock And Roll Dreams Come Through.txt";"N/A";"N/A"
"Meat Loaf";"Two Out Of Three Ain't Bad";"N/A";"N/A";"English";"Meat Loaf - Two Out Of Three Ain't Bad.txt";"C:\UltraStar canciones\M\Meat Loaf - Two Out Of Three Ain't Bad\Meat Loaf - Two Out Of Three Ain't Bad.txt";"N/A";"N/A"
"Meatloaf";"I'd Do Anything for Love (But I Won't Do That)";"N/A";"N/A";"English";"Meatloaf - I'd Do Anything for Love (But I Won't Do That).txt";"C:\UltraStar canciones\M\Meatloaf - I'd Do Anything for Love (But I Won't Do That)\Meatloaf - I'd Do Anything for Love (But I Won't Do That).txt";"N/A";"N/A"
"Mecano";"Hijo de la luna";"N/A";"N/A";"Espa�ol";"Mecano - Hijo de la luna.txt";"C:\UltraStar canciones\Mecano - Hijo de la luna\Mecano - Hijo de la luna.txt";"C:\UltraStar canciones\Mecano - Hijo de la luna\Mecano - Hijo de la luna.mp3";"C:\UltraStar canciones\Mecano - Hijo de la luna\Mecano - Hijo de la luna.avi"
"Mecano";"Me cuesta tanto olvidarte";"N/A";"N/A";"Espa�ol";"Mecano - Me cuesta tanto olvidarte.txt";"C:\UltraStar canciones\Mecano - Me cuesta tanto olvidarte\Mecano - Me cuesta tanto olvidarte.txt";"C:\UltraStar canciones\Mecano - Me cuesta tanto olvidarte\Mecano - Me cuesta tanto olvidarte.mp3";"C:\UltraStar canciones\Mecano - Me cuesta tanto olvidarte\Mecano - Me cuesta tanto olvidarte.avi"
"Meghan Trainor";"All About That Bass";"N/A";"Pop";"English";"Meghan Trainor - All About That Bass.txt";"C:\UltraStar canciones\M\Meghan Trainor - All About That Bass\Meghan Trainor - All About That Bass.txt";"N/A";"N/A"
"Melanie C";"Never Be The Same Again";"N/A";"N/A";"English";"Melanie C - Never Be The Same Again.txt";"C:\UltraStar canciones\M\Melanie C - Never Be The Same Again\Melanie C - Never Be The Same Again.txt";"N/A";"N/A"
"Melanie C.";"First Day Of My Life";"N/A";"N/A";"English";"Melanie C - First Day of my Life.txt";"C:\UltraStar canciones\M\Melanie C - First Day Of My Life\Melanie C - First Day of my Life.txt";"N/A";"N/A"
"Melendi";"Cheque al portamor";"N/A";"Balada";"Español";"Melendi - Cheque al portamor.txt";"C:\UltraStar canciones\Melendi - Cheque al portamor\Melendi - Cheque al portamor.txt";"C:\UltraStar canciones\Melendi - Cheque al portamor\Melendi - Cheque al portamor.mp3";"C:\UltraStar canciones\Melendi - Cheque al portamor\Melendi - Cheque al portamor.mp4"
"Melendi";"Lágrimas desordenadas";"N/A";"Pop";"Español";"Melendi - Lágrimas desordenadas.txt";"C:\UltraStar canciones\Melendi - Lágrimas desordenadas\Melendi - Lágrimas desordenadas.txt";"C:\UltraStar canciones\Melendi - Lágrimas desordenadas\Melendi - Lágrimas desordenadas.mp3";"C:\UltraStar canciones\Melendi - Lágrimas desordenadas\Melendi - Lágrimas desordenadas.mp4"
"Melendi";"Tocado y hundido";"N/A";"Pop";"Espa�ol";"Melendi - Tocado y hundido.txt";"C:\UltraStar canciones\Melendi - Tocado y hundido\Melendi - Tocado y hundido.txt";"C:\UltraStar canciones\Melendi - Tocado y hundido\Melendi - Tocado y hundido.mp3";"C:\UltraStar canciones\Melendi - Tocado y hundido\Melendi - Tocado y hundido.mp4"
"Melendi";"Tu jardín con enanitos";"N/A";"Pop Rock";"Español";"Melendi - Tu jardín con enanitos.txt";"C:\UltraStar canciones\Melendi - Tu jardín con enanitos\Melendi - Tu jardín con enanitos.txt";"C:\UltraStar canciones\Melendi - Tu jardín con enanitos\Melendi - Tu jardín con enanitos.mp3";"C:\UltraStar canciones\Melendi - Tu jardín con enanitos\Melendi - Tu jardín con enanitos.mp4"
"Melendi y Ha*Ash";"Destino o casualidad";"N/A";"Pop";"Español";"Melendi y Ha Ash - Destino o casualidad [MULTI].txt";"C:\UltraStar canciones\Melendi y Ha Ash - Destino o casualidad\Melendi y Ha Ash - Destino o casualidad [MULTI].txt";"C:\UltraStar canciones\Melendi y Ha Ash - Destino o casualidad\Melendi y Ha Ash - Destino o casualidad.mp3";"C:\UltraStar canciones\Melendi y Ha Ash - Destino o casualidad\Melendi y Ha Ash - Destino o casualidad.mp4"
"Melendi y Ha*Ash";"Destino o casualidad";"N/A";"Pop";"Español";"Melendi y Ha Ash - Destino o casualidad.txt";"C:\UltraStar canciones\Melendi y Ha Ash - Destino o casualidad\Melendi y Ha Ash - Destino o casualidad.txt";"C:\UltraStar canciones\Melendi y Ha Ash - Destino o casualidad\Melendi y Ha Ash - Destino o casualidad.mp3";"C:\UltraStar canciones\Melendi y Ha Ash - Destino o casualidad\Melendi y Ha Ash - Destino o casualidad.mp4"
"Melody";"Esa Diva";"N/A";"Pop";"Español";"Melody - Esa Diva.txt";"C:\UltraStar canciones\Melody - Esa Diva\Melody - Esa Diva.txt";"C:\UltraStar canciones\Melody - Esa Diva\Melody - Esa Diva.mp3";"C:\UltraStar canciones\Melody - Esa Diva\Melody - Esa Diva.webm"
"Men At Work";"Down Under";"N/A";"N/A";"English";"Men At Work - Down Under.txt";"C:\UltraStar canciones\M\Men At Work - Down Under\Men At Work - Down Under.txt";"N/A";"N/A"
"Men Without Hats";"Safety Dance";"N/A";"Electronic";"English";"Men Without Hats - Safety Dance.txt";"C:\UltraStar canciones\M\Men Without Hats - Safety Dance\Men Without Hats - Safety Dance.txt";"N/A";"N/A"
"Meredith Brooks";"I'm A Bitch";"N/A";"N/A";"English";"Meredith Brooks - I'm A Bitch.txt";"C:\UltraStar canciones\M\Meredith Brooks - I'm A Bitch\Meredith Brooks - I'm A Bitch.txt";"N/A";"N/A"
"Metallica";"Master Of Puppets";"N/A";"N/A";"English";"Metallica - Master Of Puppets.txt";"C:\UltraStar canciones\M\Metallica - Master Of Puppets\Metallica - Master Of Puppets.txt";"N/A";"N/A"
"Metallica";"Nothing Else Matters";"N/A";"N/A";"English";"Metallica - Nothing Else Matters.txt";"C:\UltraStar canciones\M\Metallica - Nothing Else Matters\Metallica - Nothing Else Matters.txt";"N/A";"N/A"
"Metallica";"Sad But True";"N/A";"N/A";"N/A";"Metallica - Sad But True.txt";"C:\UltraStar canciones\M\Metallica - Sad But True\Metallica - Sad But True.txt";"N/A";"N/A"
"Metallica & Symphony";"Enter Sandman";"N/A";"N/A";"English";"Metallica & Symphony - Enter Sandman.txt";"C:\UltraStar canciones\M\Metallica & Symphony - Enter Sandman\Metallica & Symphony - Enter Sandman.txt";"N/A";"N/A"
"Michael Andrews Ft. Gary Jules";"Mad World";"N/A";"N/A";"English";"Michael Andrews Ft. Gary Jules - Mad World.txt";"C:\UltraStar canciones\M\Michael Andrews Ft. Gary Jules - Mad World\Michael Andrews Ft. Gary Jules - Mad World.txt";"N/A";"N/A"
"Michael Jackson";"Bad";"N/A";"N/A";"English";"Michael Jackson - Bad.txt";"C:\UltraStar canciones\M\Michael Jackson - Bad\Michael Jackson - Bad.txt";"N/A";"N/A"
"Michael Jackson";"Beat It";"N/A";"N/A";"English";"Michael Jackson - Beat It.txt";"C:\UltraStar canciones\M\Michael Jackson - Beat It\Michael Jackson - Beat It.txt";"N/A";"N/A"
